10,1
20,1
30,1
40,1
50,1
60,1
70,1
80,1
90,1
100,0.98
10,0.7
20,0.75
30,0.766667
40,0.725
50,0.72
60,0.65
70,0.657143
80,0.5875
90,0.544444
100,0.52
